xNormalized,yNormalized,levelMicron,confidence
0.171875,-0.203125,,
0.187500,-0.203125,,
0.203125,-0.203125,,
0.218750,-0.203125,,
0.234375,-0.203125,,
0.250000,-0.203125,,
0.265625,-0.203125,,
0.281250,-0.203125,,
0.296875,-0.203125,,
0.312500,-0.203125,,
0.328125,-0.203125,,
0.343750,-0.203125,,
0.359375,-0.203125,,
0.375000,-0.203125,0.536940,0.110348
0.390625,-0.203125,0.536940,1.000000
0.406250,-0.203125,0.536940,0.100560
0.421875,-0.203125,,
0.437500,-0.203125,,
0.453125,-0.203125,,
0.468750,-0.203125,,
0.484375,-0.203125,,
0.500000,-0.203125,,
0.515625,-0.203125,0.590640,0.166667
0.531250,-0.203125,0.590640,0.200000
0.546875,-0.203125,,
0.562500,-0.203125,,
0.578125,-0.203125,,
0.593750,-0.203125,,
0.609375,-0.203125,,
0.625000,-0.203125,0.644330,0.500000
0.640625,-0.203125,0.644330,0.111111
0.656250,-0.203125,,
0.671875,-0.203125,,
0.687500,-0.203125,,
0.703125,-0.203125,0.698020,0.136527
0.718750,-0.203125,0.698020,0.333333
0.734375,-0.203125,,
0.750000,-0.203125,,
0.765625,-0.203125,,
0.781250,-0.203125,0.751720,0.111111
0.796875,-0.203125,0.751720,0.500000
0.812500,-0.203125,,
0.828125,-0.203125,,
0.843750,-0.203125,,
0.859375,-0.203125,,
0.875000,-0.203125,0.805410,0.333333
0.890625,-0.203125,0.805410,0.125000
0.906250,-0.203125,,
0.921875,-0.203125,,
0.937500,-0.203125,,
0.953125,-0.203125,0.751720,1.000000
0.968750,-0.203125,0.053690,0.250000
0.984375,-0.203125,0.053690,0.110348
1.000000,-0.203125,,
-1.000000,-0.218750,,
-0.984375,-0.218750,,
-0.968750,-0.218750,,
-0.953125,-0.218750,,
-0.937500,-0.218750,,
-0.921875,-0.218750,0.053690,1.000000
-0.906250,-0.218750,0.805410,0.333333
-0.890625,-0.218750,,
-0.875000,-0.218750,,
-0.859375,-0.218750,,
-0.843750,-0.218750,0.805410,0.200000
-0.828125,-0.218750,0.805410,0.195194
-0.812500,-0.218750,,
-0.796875,-0.218750,,
-0.781250,-0.218750,,
-0.765625,-0.218750,0.751720,0.125000
-0.750000,-0.218750,0.751720,0.333333
-0.734375,-0.218750,,
-0.718750,-0.218750,,
-0.703125,-0.218750,,
-0.687500,-0.218750,,
-0.671875,-0.218750,0.698020,1.000000
-0.656250,-0.218750,0.698020,0.085983
-0.640625,-0.218750,,
-0.625000,-0.218750,,
-0.609375,-0.218750,,
-0.593750,-0.218750,0.644330,0.166667
-0.578125,-0.218750,0.644330,0.200000
-0.562500,-0.218750,,
-0.546875,-0.218750,,
-0.531250,-0.218750,,
-0.515625,-0.218750,,
-0.500000,-0.218750,0.590640,0.081210
-0.484375,-0.218750,0.590640,1.000000
-0.468750,-0.218750,0.590640,0.110348
-0.453125,-0.218750,,
-0.437500,-0.218750,,
-0.421875,-0.218750,,
-0.406250,-0.218750,,
-0.390625,-0.218750,,
-0.375000,-0.218750,,
-0.359375,-0.218750,0.536940,0.195194
-0.343750,-0.218750,0.536940,0.200000
-0.328125,-0.218750,,
-0.312500,-0.218750,,
-0.296875,-0.218750,,
-0.281250,-0.218750,,
-0.265625,-0.218750,,
-0.250000,-0.218750,,
-0.234375,-0.218750,,
-0.218750,-0.218750,,
-0.203125,-0.218750,,
-0.187500,-0.218750,,
-0.171875,-0.218750,,
-0.156250,-0.218750,,
-0.140625,-0.218750,,
-0.125000,-0.218750,,
-0.109375,-0.218750,0.483250,0.123899
-0.093750,-0.218750,0.483250,0.309017
-0.078125,-0.218750,0.483250,0.261204
-0.062500,-0.218750,0.483250,0.121786
-0.046875,-0.218750,,
-0.031250,-0.218750,,
-0.015625,-0.218750,,
0.000000,-0.218750,,
0.015625,-0.218750,,
0.031250,-0.218750,,
0.046875,-0.218750,,
0.062500,-0.218750,,
0.078125,-0.218750,,
0.093750,-0.218750,0.483250,0.081210
0.109375,-0.218750,0.483250,0.135078
0.125000,-0.218750,0.483250,0.333333
0.140625,-0.218750,0.483250,0.261204
0.156250,-0.218750,0.483250,0.097852
0.171875,-0.218750,,
0.187500,-0.218750,,
0.203125,-0.218750,,
0.218750,-0.218750,,
0.234375,-0.218750,,
0.250000,-0.218750,,
0.265625,-0.218750,,
0.281250,-0.218750,,
0.296875,-0.218750,,
0.312500,-0.218750,,
0.328125,-0.218750,,
0.343750,-0.218750,,
0.359375,-0.218750,,
0.375000,-0.218750,,
0.390625,-0.218750,0.536940,0.309017
0.406250,-0.218750,0.536940,0.146392
0.421875,-0.218750,,
0.437500,-0.218750,,
0.453125,-0.218750,,
0.468750,-0.218750,,
0.484375,-0.218750,,
0.500000,-0.218750,,
0.515625,-0.218750,0.590640,0.141188
0.531250,-0.218750,0.590640,0.333333
0.546875,-0.218750,,
0.562500,-0.218750,,
0.578125,-0.218750,,
0.593750,-0.218750,,
0.609375,-0.218750,,
0.625000,-0.218750,0.644330,0.414214
0.640625,-0.218750,0.644330,0.125000
0.656250,-0.218750,,
0.671875,-0.218750,,
0.687500,-0.218750,,
0.703125,-0.218750,0.698020,0.125000
0.718750,-0.218750,0.698020,0.333333
0.734375,-0.218750,,
0.750000,-0.218750,,
0.765625,-0.218750,,
0.781250,-0.218750,0.751720,0.110348
0.796875,-0.218750,0.751720,1.000000
0.812500,-0.218750,,
0.828125,-0.218750,,
0.843750,-0.218750,,
0.859375,-0.218750,,
0.875000,-0.218750,0.805410,0.250000
0.890625,-0.218750,0.805410,0.142857
0.906250,-0.218750,,
0.921875,-0.218750,,
0.937500,-0.218750,,
0.953125,-0.218750,0.751720,1.000000
0.968750,-0.218750,0.053690,0.250000
0.984375,-0.218750,,
1.000000,-0.218750,,
-1.000000,-0.234375,,
-0.984375,-0.234375,,
-0.968750,-0.234375,,
-0.953125,-0.234375,,
-0.937500,-0.234375,,
-0.921875,-0.234375,0.053690,1.000000
-0.906250,-0.234375,0.805410,0.333333
-0.890625,-0.234375,,
-0.875000,-0.234375,,
-0.859375,-0.234375,,
-0.843750,-0.234375,0.805410,0.200000
-0.828125,-0.234375,0.805410,0.166667
-0.812500,-0.234375,,
-0.796875,-0.234375,,
-0.781250,-0.234375,,
-0.765625,-0.234375,0.751720,0.142857
-0.750000,-0.234375,0.751720,0.250000
-0.734375,-0.234375,,
-0.718750,-0.234375,,
-0.703125,-0.234375,,
-0.687500,-0.234375,0.698020,0.111111
-0.671875,-0.234375,0.698020,0.500000
-0.656250,-0.234375,,
-0.640625,-0.234375,,
-0.625000,-0.234375,,
-0.609375,-0.234375,,
-0.593750,-0.234375,0.644330,0.200000
-0.578125,-0.234375,0.644330,0.166667
-0.562500,-0.234375,,
-0.546875,-0.234375,,
-0.531250,-0.234375,,
-0.515625,-0.234375,,
-0.500000,-0.234375,0.590640,0.111111
-0.484375,-0.234375,0.590640,0.500000
-0.468750,-0.234375,,
-0.453125,-0.234375,,
-0.437500,-0.234375,,
-0.421875,-0.234375,,
-0.406250,-0.234375,,
-0.390625,-0.234375,,
-0.375000,-0.234375,,
-0.359375,-0.234375,0.536940,0.333333
-0.343750,-0.234375,0.536940,0.141188
-0.328125,-0.234375,,
-0.312500,-0.234375,,
-0.296875,-0.234375,,
-0.281250,-0.234375,,
-0.265625,-0.234375,,
-0.250000,-0.234375,,
-0.234375,-0.234375,,
-0.218750,-0.234375,,
-0.203125,-0.234375,,
-0.187500,-0.234375,,
-0.171875,-0.234375,,
-0.156250,-0.234375,,
-0.140625,-0.234375,0.483250,0.081210
-0.125000,-0.234375,0.483250,0.150221
-0.109375,-0.234375,0.483250,1.000000
-0.093750,-0.234375,0.483250,0.146392
-0.078125,-0.234375,0.483250,0.081210
-0.062500,-0.234375,,
-0.046875,-0.234375,,
-0.031250,-0.234375,,
-0.015625,-0.234375,,
0.000000,-0.234375,,
0.015625,-0.234375,,
0.031250,-0.234375,,
0.046875,-0.234375,,
0.062500,-0.234375,,
0.078125,-0.234375,,
0.093750,-0.234375,,
0.109375,-0.234375,,
0.125000,-0.234375,0.483250,0.090909
0.140625,-0.234375,0.483250,0.166667
0.156250,-0.234375,0.483250,0.500000
0.171875,-0.234375,0.483250,0.121786
0.187500,-0.234375,,
0.203125,-0.234375,,
0.218750,-0.234375,,
0.234375,-0.234375,,
0.250000,-0.234375,,
0.265625,-0.234375,,
0.281250,-0.234375,,
0.296875,-0.234375,,
0.312500,-0.234375,,
0.328125,-0.234375,,
0.343750,-0.234375,,
0.359375,-0.234375,,
0.375000,-0.234375,,
0.390625,-0.234375,0.536940,0.166667
0.406250,-0.234375,0.536940,0.240253
0.421875,-0.234375,,
0.437500,-0.234375,,
0.453125,-0.234375,,
0.468750,-0.234375,,
0.484375,-0.234375,,
0.500000,-0.234375,,
0.515625,-0.234375,0.590640,0.111111
0.531250,-0.234375,0.590640,0.500000
0.546875,-0.234375,0.590640,0.085983
0.562500,-0.234375,,
0.578125,-0.234375,,
0.593750,-0.234375,,
0.609375,-0.234375,,
0.625000,-0.234375,0.644330,0.333333
0.640625,-0.234375,0.644330,0.141188
0.656250,-0.234375,,
0.671875,-0.234375,,
0.687500,-0.234375,,
0.703125,-0.234375,0.698020,0.111111
0.718750,-0.234375,0.698020,0.500000
0.734375,-0.234375,,
0.750000,-0.234375,,
0.765625,-0.234375,,
0.781250,-0.234375,,
0.796875,-0.234375,0.751720,1.000000
0.812500,-0.234375,0.751720,0.100560
0.828125,-0.234375,,
0.843750,-0.234375,,
0.859375,-0.234375,,
0.875000,-0.234375,0.805410,0.250000
0.890625,-0.234375,0.805410,0.142857
0.906250,-0.234375,,
0.921875,-0.234375,,
0.937500,-0.234375,0.805410,0.090909
0.953125,-0.234375,0.751720,1.000000
0.968750,-0.234375,0.053690,0.250000
0.984375,-0.234375,,
1.000000,-0.234375,,
-1.000000,-0.250000,,
-0.984375,-0.250000,,
-0.968750,-0.250000,,
-0.953125,-0.250000,,
-0.937500,-0.250000,,
-0.921875,-0.250000,0.053690,1.000000
-0.906250,-0.250000,0.805410,1.000000
-0.890625,-0.250000,0.805410,0.217129
-0.875000,-0.250000,,
-0.859375,-0.250000,,
-0.843750,-0.250000,0.805410,0.250000
-0.828125,-0.250000,0.805410,0.142857
-0.812500,-0.250000,,
-0.796875,-0.250000,,
-0.781250,-0.250000,,
-0.765625,-0.250000,0.751720,0.142857
-0.750000,-0.250000,0.751720,0.250000
-0.734375,-0.250000,,
-0.718750,-0.250000,,
-0.703125,-0.250000,,
-0.687500,-0.250000,0.698020,0.120771
-0.671875,-0.250000,0.698020,0.500000
-0.656250,-0.250000,,
-0.640625,-0.250000,,
-0.625000,-0.250000,,
-0.609375,-0.250000,,
-0.593750,-0.250000,0.644330,0.261204
-0.578125,-0.250000,0.644330,0.142857
-0.562500,-0.250000,,
-0.546875,-0.250000,,
-0.531250,-0.250000,,
-0.515625,-0.250000,,
-0.500000,-0.250000,0.590640,0.136527
-0.484375,-0.250000,0.590640,0.333333
-0.468750,-0.250000,,
-0.453125,-0.250000,,
-0.437500,-0.250000,,
-0.421875,-0.250000,,
-0.406250,-0.250000,,
-0.390625,-0.250000,,
-0.375000,-0.250000,0.536940,0.116066
-0.359375,-0.250000,0.536940,0.500000
-0.343750,-0.250000,0.536940,0.095841
-0.328125,-0.250000,,
-0.312500,-0.250000,,
-0.296875,-0.250000,,
-0.281250,-0.250000,,
-0.265625,-0.250000,,
-0.250000,-0.250000,,
-0.234375,-0.250000,,
-0.218750,-0.250000,,
-0.203125,-0.250000,,
-0.187500,-0.250000,,
-0.171875,-0.250000,,
-0.156250,-0.250000,0.483250,0.081210
-0.140625,-0.250000,0.483250,0.217129
-0.125000,-0.250000,0.483250,0.309017
-0.109375,-0.250000,0.483250,0.116066
-0.093750,-0.250000,,
-0.078125,-0.250000,,
-0.062500,-0.250000,,
-0.046875,-0.250000,,
-0.031250,-0.250000,,
-0.015625,-0.250000,,
0.000000,-0.250000,,
0.015625,-0.250000,,
0.031250,-0.250000,,
0.046875,-0.250000,,
0.062500,-0.250000,,
0.078125,-0.250000,,
0.093750,-0.250000,,
0.109375,-0.250000,,
0.125000,-0.250000,,
0.140625,-0.250000,,
0.156250,-0.250000,0.483250,0.150221
0.171875,-0.250000,0.483250,1.000000
0.187500,-0.250000,0.483250,0.150221
0.203125,-0.250000,,
0.218750,-0.250000,,
0.234375,-0.250000,,
0.250000,-0.250000,,
0.265625,-0.250000,,
0.281250,-0.250000,,
0.296875,-0.250000,,
0.312500,-0.250000,,
0.328125,-0.250000,,
0.343750,-0.250000,,
0.359375,-0.250000,,
0.375000,-0.250000,,
0.390625,-0.250000,0.536940,0.111111
0.406250,-0.250000,0.536940,0.500000
0.421875,-0.250000,0.536940,0.090909
0.437500,-0.250000,,
0.453125,-0.250000,,
0.468750,-0.250000,,
0.484375,-0.250000,,
0.500000,-0.250000,,
0.515625,-0.250000,0.590640,0.081210
0.531250,-0.250000,0.590640,0.500000
0.546875,-0.250000,0.590640,0.111111
0.562500,-0.250000,,
0.578125,-0.250000,,
0.593750,-0.250000,,
0.609375,-0.250000,,
0.625000,-0.250000,0.644330,0.250000
0.640625,-0.250000,0.644330,0.156613
0.656250,-0.250000,,
0.671875,-0.250000,,
0.687500,-0.250000,,
0.703125,-0.250000,0.698020,0.090909
0.718750,-0.250000,0.698020,1.000000
0.734375,-0.250000,0.698020,0.085983
0.750000,-0.250000,,
0.765625,-0.250000,,
0.781250,-0.250000,,
0.796875,-0.250000,0.751720,0.500000
0.812500,-0.250000,0.751720,0.111111
0.828125,-0.250000,,
0.843750,-0.250000,,
0.859375,-0.250000,,
0.875000,-0.250000,0.805410,0.200000
0.890625,-0.250000,0.805410,0.166667
0.906250,-0.250000,,
0.921875,-0.250000,,
0.937500,-0.250000,0.805410,0.309017
0.953125,-0.250000,0.751720,1.000000
0.968750,-0.250000,0.053690,0.250000
0.984375,-0.250000,,
1.000000,-0.250000,,
-1.000000,-0.265625,,
-0.984375,-0.265625,,
-0.968750,-0.265625,,
-0.953125,-0.265625,,
-0.937500,-0.265625,,
-0.921875,-0.265625,0.053690,0.190744
-0.906250,-0.265625,0.053690,1.000000
-0.890625,-0.265625,0.805410,0.333333
-0.875000,-0.265625,,
-0.859375,-0.265625,,
-0.843750,-0.265625,0.805410,0.333333
-0.828125,-0.265625,0.805410,0.125000
-0.812500,-0.265625,,
-0.796875,-0.265625,,
-0.781250,-0.265625,,
-0.765625,-0.265625,0.751720,0.166667
-0.750000,-0.265625,0.751720,0.200000
-0.734375,-0.265625,,
-0.718750,-0.265625,,
-0.703125,-0.265625,,
-0.687500,-0.265625,0.698020,0.125000
-0.671875,-0.265625,0.698020,0.333333
-0.656250,-0.265625,,
-0.640625,-0.265625,,
-0.625000,-0.265625,,
-0.609375,-0.265625,,
-0.593750,-0.265625,0.644330,0.333333
-0.578125,-0.265625,0.644330,0.125000
-0.562500,-0.265625,,
-0.546875,-0.265625,,
-0.531250,-0.265625,,
-0.515625,-0.265625,,
-0.500000,-0.265625,0.590640,0.166667
-0.484375,-0.265625,0.590640,0.200000
-0.468750,-0.265625,,
-0.453125,-0.265625,,
-0.437500,-0.265625,,
-0.421875,-0.265625,,
-0.406250,-0.265625,,
-0.390625,-0.265625,,
-0.375000,-0.265625,0.536940,0.182744
-0.359375,-0.265625,0.536940,0.240253
-0.343750,-0.265625,,
-0.328125,-0.265625,,
-0.312500,-0.265625,,
-0.296875,-0.265625,,
-0.281250,-0.265625,,
-0.265625,-0.265625,,
-0.250000,-0.265625,,
-0.234375,-0.265625,,
-0.218750,-0.265625,,
-0.203125,-0.265625,,
-0.187500,-0.265625,,
-0.171875,-0.265625,0.483250,0.081210
-0.156250,-0.265625,0.483250,0.190744
-0.140625,-0.265625,0.483250,0.261204
-0.125000,-0.265625,0.483250,0.097852
-0.109375,-0.265625,,
-0.093750,-0.265625,,
-0.078125,-0.265625,,
-0.062500,-0.265625,,
-0.046875,-0.265625,,
-0.031250,-0.265625,,
-0.015625,-0.265625,,
0.000000,-0.265625,,
0.015625,-0.265625,,
0.031250,-0.265625,,
0.046875,-0.265625,,
0.062500,-0.265625,,
0.078125,-0.265625,,
0.093750,-0.265625,,
0.109375,-0.265625,,
0.125000,-0.265625,,
0.140625,-0.265625,,
0.156250,-0.265625,,
0.171875,-0.265625,0.483250,0.116066
0.187500,-0.265625,0.483250,0.500000
0.203125,-0.265625,0.483250,0.150221
0.218750,-0.265625,,
0.234375,-0.265625,,
0.250000,-0.265625,,
0.265625,-0.265625,,
0.281250,-0.265625,,
0.296875,-0.265625,,
0.312500,-0.265625,,
0.328125,-0.265625,,
0.343750,-0.265625,,
0.359375,-0.265625,,
0.375000,-0.265625,,
0.390625,-0.265625,,
0.406250,-0.265625,0.536940,0.333333
0.421875,-0.265625,0.536940,0.136527
0.437500,-0.265625,,
0.453125,-0.265625,,
0.468750,-0.265625,,
0.484375,-0.265625,,
0.500000,-0.265625,,
0.515625,-0.265625,,
0.531250,-0.265625,0.590640,0.333333
0.546875,-0.265625,0.590640,0.136527
0.562500,-0.265625,,
0.578125,-0.265625,,
0.593750,-0.265625,,
0.609375,-0.265625,,
0.625000,-0.265625,0.644330,0.166667
0.640625,-0.265625,0.644330,0.200000
0.656250,-0.265625,,
0.671875,-0.265625,,
0.687500,-0.265625,,
0.703125,-0.265625,,
0.718750,-0.265625,0.698020,0.500000
0.734375,-0.265625,0.698020,0.111111
0.750000,-0.265625,,
0.765625,-0.265625,,
0.781250,-0.265625,,
0.796875,-0.265625,0.751720,0.333333
0.812500,-0.265625,0.751720,0.125000
0.828125,-0.265625,,
0.843750,-0.265625,,
0.859375,-0.265625,,
0.875000,-0.265625,0.805410,0.166667
0.890625,-0.265625,0.805410,0.200000
0.906250,-0.265625,,
0.921875,-0.265625,,
0.937500,-0.265625,0.751720,1.000000
0.953125,-0.265625,0.053690,0.333333
0.968750,-0.265625,0.053690,0.150221
0.984375,-0.265625,,
1.000000,-0.265625,,
-1.000000,-0.281250,,
-0.984375,-0.281250,,
-0.968750,-0.281250,,
-0.953125,-0.281250,,
-0.937500,-0.281250,,
-0.921875,-0.281250,,
-0.906250,-0.281250,0.053690,1.000000
-0.890625,-0.281250,0.805410,0.333333
-0.875000,-0.281250,,
-0.859375,-0.281250,,
-0.843750,-0.281250,0.805410,0.500000
-0.828125,-0.281250,0.805410,0.111111
-0.812500,-0.281250,,
-0.796875,-0.281250,,
-0.781250,-0.281250,,
-0.765625,-0.281250,0.751720,0.200000
-0.750000,-0.281250,0.751720,0.166667
-0.734375,-0.281250,,
-0.718750,-0.281250,,
-0.703125,-0.281250,,
-0.687500,-0.281250,0.698020,0.146392
-0.671875,-0.281250,0.698020,0.250000
-0.656250,-0.281250,,
-0.640625,-0.281250,,
-0.625000,-0.281250,,
-0.609375,-0.281250,0.644330,0.085983
-0.593750,-0.281250,0.644330,1.000000
-0.578125,-0.281250,0.644330,0.110348
-0.562500,-0.281250,,
-0.546875,-0.281250,,
-0.531250,-0.281250,,
-0.515625,-0.281250,,
-0.500000,-0.281250,0.590640,0.250000
-0.484375,-0.281250,0.590640,0.146392
-0.468750,-0.281250,,
-0.453125,-0.281250,,
-0.437500,-0.281250,,
-0.421875,-0.281250,,
-0.406250,-0.281250,,
-0.390625,-0.281250,,
-0.375000,-0.281250,0.536940,0.333333
-0.359375,-0.281250,0.536940,0.129732
-0.343750,-0.281250,,
-0.328125,-0.281250,,
-0.312500,-0.281250,,
-0.296875,-0.281250,,
-0.281250,-0.281250,,
-0.265625,-0.281250,,
-0.250000,-0.281250,,
-0.234375,-0.281250,,
-0.218750,-0.281250,,
-0.203125,-0.281250,,
-0.187500,-0.281250,0.483250,0.085983
-0.171875,-0.281250,0.483250,0.217129
-0.156250,-0.281250,0.483250,0.261204
-0.140625,-0.281250,0.483250,0.091747
-0.125000,-0.281250,,
-0.109375,-0.281250,,
-0.093750,-0.281250,,
-0.078125,-0.281250,,
-0.062500,-0.281250,,
-0.046875,-0.281250,,
-0.031250,-0.281250,,
-0.015625,-0.281250,,
0.000000,-0.281250,,
0.015625,-0.281250,,
0.031250,-0.281250,,
0.046875,-0.281250,,
0.062500,-0.281250,,
0.078125,-0.281250,,
0.093750,-0.281250,,
0.109375,-0.281250,,
0.125000,-0.281250,,
0.140625,-0.281250,,
0.156250,-0.281250,,
0.171875,-0.281250,,
0.187500,-0.281250,0.483250,0.105426
0.203125,-0.281250,0.483250,0.333333
0.218750,-0.281250,0.483250,0.166667
0.234375,-0.281250,,
0.250000,-0.281250,,
0.265625,-0.281250,,
0.281250,-0.281250,,
0.296875,-0.281250,,
0.312500,-0.281250,,
0.328125,-0.281250,,
0.343750,-0.281250,,
0.359375,-0.281250,,
0.375000,-0.281250,,
0.390625,-0.281250,,
0.406250,-0.281250,0.536940,0.166667
0.421875,-0.281250,0.536940,0.217129
0.437500,-0.281250,,
0.453125,-0.281250,,
0.468750,-0.281250,,
0.484375,-0.281250,,
0.500000,-0.281250,,
0.515625,-0.281250,,
0.531250,-0.281250,0.590640,0.200000
0.546875,-0.281250,0.590640,0.166667
0.562500,-0.281250,,
0.578125,-0.281250,,
0.593750,-0.281250,,
0.609375,-0.281250,,
0.625000,-0.281250,0.644330,0.142857
0.640625,-0.281250,0.644330,0.250000
0.656250,-0.281250,,
0.671875,-0.281250,,
0.687500,-0.281250,,
0.703125,-0.281250,,
0.718750,-0.281250,0.698020,0.414214
0.734375,-0.281250,0.698020,0.125000
0.750000,-0.281250,,
0.765625,-0.281250,,
0.781250,-0.281250,,
0.796875,-0.281250,0.751720,0.309017
0.812500,-0.281250,0.751720,0.142857
0.828125,-0.281250,,
0.843750,-0.281250,,
0.859375,-0.281250,,
0.875000,-0.281250,0.805410,0.142857
0.890625,-0.281250,0.805410,0.250000
0.906250,-0.281250,,
0.921875,-0.281250,,
0.937500,-0.281250,0.751720,1.000000
0.953125,-0.281250,0.053690,0.250000
0.968750,-0.281250,,
0.984375,-0.281250,,
1.000000,-0.281250,,
-1.000000,-0.296875,,
-0.984375,-0.296875,,
-0.968750,-0.296875,,
-0.953125,-0.296875,,
-0.937500,-0.296875,,
-0.921875,-0.296875,,
-0.906250,-0.296875,0.053690,1.000000
-0.890625,-0.296875,0.805410,0.414214
-0.875000,-0.296875,0.805410,0.190744
-0.859375,-0.296875,0.805410,0.085983
-0.843750,-0.296875,0.805410,1.000000
-0.828125,-0.296875,0.805410,0.100560
-0.812500,-0.296875,,
-0.796875,-0.296875,,
-0.781250,-0.296875,,
-0.765625,-0.296875,0.751720,0.250000
-0.750000,-0.296875,0.751720,0.142857
-0.734375,-0.296875,,
-0.718750,-0.296875,,
-0.703125,-0.296875,,
-0.687500,-0.296875,0.698020,0.166667
-0.671875,-0.296875,0.698020,0.200000
-0.656250,-0.296875,,
-0.640625,-0.296875,,
-0.625000,-0.296875,,
-0.609375,-0.296875,0.644330,0.111111
-0.593750,-0.296875,0.644330,0.500000
-0.578125,-0.296875,,
-0.562500,-0.296875,,
-0.546875,-0.296875,,
-0.531250,-0.296875,,
-0.515625,-0.296875,0.590640,0.081210
-0.500000,-0.296875,0.590640,0.500000
-0.484375,-0.296875,0.590640,0.116066
-0.468750,-0.296875,,
-0.453125,-0.296875,,
-0.437500,-0.296875,,
-0.421875,-0.296875,,
-0.406250,-0.296875,,
-0.390625,-0.296875,0.536940,0.116066
-0.375000,-0.296875,0.536940,0.500000
-0.359375,-0.296875,0.536940,0.095841
-0.343750,-0.296875,,
-0.328125,-0.296875,,
-0.312500,-0.296875,,
-0.296875,-0.296875,,
-0.281250,-0.296875,,
-0.265625,-0.296875,,
-0.250000,-0.296875,,
-0.234375,-0.296875,,
-0.218750,-0.296875,,
-0.203125,-0.296875,0.483250,0.085983
-0.187500,-0.296875,0.483250,0.217129
-0.171875,-0.296875,0.483250,0.309017
-0.156250,-0.296875,0.483250,0.097852
-0.140625,-0.296875,,
-0.125000,-0.296875,,
-0.109375,-0.296875,,
-0.093750,-0.296875,,
-0.078125,-0.296875,,
-0.062500,-0.296875,,
-0.046875,-0.296875,,
-0.031250,-0.296875,,
-0.015625,-0.296875,,
0.000000,-0.296875,,
0.015625,-0.296875,,
0.031250,-0.296875,,
0.046875,-0.296875,,
0.062500,-0.296875,,
0.078125,-0.296875,,
0.093750,-0.296875,,
0.109375,-0.296875,,
0.125000,-0.296875,,
0.140625,-0.296875,,
0.156250,-0.296875,,
0.171875,-0.296875,,
0.187500,-0.296875,,
0.203125,-0.296875,0.483250,0.110348
0.218750,-0.296875,0.483250,0.414214
0.234375,-0.296875,0.483250,0.156613
0.250000,-0.296875,,
0.265625,-0.296875,,
0.281250,-0.296875,,
0.296875,-0.296875,,
0.312500,-0.296875,,
0.328125,-0.296875,,
0.343750,-0.296875,,
0.359375,-0.296875,,
0.375000,-0.296875,,
0.390625,-0.296875,,
0.406250,-0.296875,0.536940,0.116066
0.421875,-0.296875,0.536940,0.500000
0.437500,-0.296875,0.536940,0.090909
0.453125,-0.296875,,
0.468750,-0.296875,,
0.484375,-0.296875,,
0.500000,-0.296875,,
0.515625,-0.296875,,
0.531250,-0.296875,0.590640,0.146392
0.546875,-0.296875,0.590640,0.250000
0.562500,-0.296875,,
0.578125,-0.296875,,
0.593750,-0.296875,,
0.609375,-0.296875,,
0.625000,-0.296875,0.644330,0.125000
0.640625,-0.296875,0.644330,0.333333
0.656250,-0.296875,,
0.671875,-0.296875,,
0.687500,-0.296875,,
0.703125,-0.296875,,
0.718750,-0.296875,0.698020,0.250000
0.734375,-0.296875,0.698020,0.142857
0.750000,-0.296875,,
0.765625,-0.296875,,
0.781250,-0.296875,,
0.796875,-0.296875,0.751720,0.240253
0.812500,-0.296875,0.751720,0.166667
0.828125,-0.296875,,
0.843750,-0.296875,,
0.859375,-0.296875,,
0.875000,-0.296875,0.805410,0.125000
0.890625,-0.296875,0.805410,0.333333
0.906250,-0.296875,,
0.921875,-0.296875,0.805410,0.261204
0.937500,-0.296875,0.751720,1.000000
0.953125,-0.296875,0.053690,0.250000
0.968750,-0.296875,,
0.984375,-0.296875,,
1.000000,-0.296875,,
-1.000000,-0.312500,,
-0.984375,-0.312500,,
-0.968750,-0.312500,,
-0.953125,-0.312500,,
-0.937500,-0.312500,,
-0.921875,-0.312500,,
-0.906250,-0.312500,0.053690,0.261204
-0.890625,-0.312500,0.053690,1.000000
-0.875000,-0.312500,0.805410,0.333333
-0.859375,-0.312500,0.805410,0.111111
